,index,Turn,DieRoll,PositionStart,PostionEnd,Game
18806,11,12,1,11,12,573
18807,12,13,5,12,17,573
18808,13,14,5,17,22,573
18809,14,15,2,22,24,573
18810,15,16,4,24,84,573
18811,16,17,1,84,85,573
18812,17,18,3,85,88,573
18813,18,19,1,88,89,573
18814,19,20,3,89,92,573
18815,20,21,5,92,97,573
18816,21,22,4,97,97,573
18817,22,23,6,97,97,573
18818,23,24,3,97,100,573
18819,0,1,6,1,7,574
18820,1,2,2,7,31,574
18821,2,3,4,31,35,574
18822,3,4,1,35,44,574
18823,4,5,1,44,45,574
18824,5,6,2,45,26,574
18825,6,7,2,26,84,574
18826,7,8,2,84,86,574
18827,8,9,4,86,90,574
18828,9,10,1,90,91,574
18829,10,11,6,91,97,574
18830,11,12,4,97,97,574
18831,12,13,4,97,97,574
18832,13,14,2,97,99,574
18833,14,15,1,99,100,574
18834,0,1,1,1,2,575
18835,1,2,4,2,6,575
18836,2,3,5,6,11,575
18837,3,4,3,11,14,575
18838,4,5,5,14,19,575
18839,5,6,6,19,25,575
18840,6,7,3,25,84,575
18841,7,8,2,84,86,575
18842,8,9,5,86,91,575
18843,9,10,2,91,73,575
18844,10,11,6,73,79,575
18845,11,12,3,79,82,575
18846,12,13,1,82,83,575
18847,13,14,5,83,88,575
18848,14,15,4,88,92,575
18849,15,16,5,92,97,575
18850,16,17,3,97,100,575
18851,0,1,2,1,3,576
18852,1,2,6,3,31,576
18853,2,3,6,31,37,576
18854,3,4,4,37,41,576
18855,4,5,6,41,26,576
18856,5,6,1,26,27,576
18857,6,7,3,27,30,576
18858,7,8,3,30,33,576
18859,8,9,5,33,38,576
18860,9,10,1,38,39,576
18861,10,11,1,39,40,576
18862,11,12,3,40,43,576
18863,12,13,2,43,45,576
18864,13,14,3,45,48,576
18865,14,15,6,48,54,576
18866,15,16,5,54,59,576
18867,16,17,2,59,61,576
18868,17,18,1,61,19,576
18869,18,19,3,19,22,576
18870,19,20,4,22,26,576
18871,20,21,1,26,27,576
18872,21,22,5,27,32,576
18873,22,23,1,32,33,576
18874,23,24,1,33,34,576
18875,24,25,6,34,40,576
18876,25,26,1,40,41,576
18877,26,27,5,41,46,576
18878,27,28,1,46,26,576
18879,28,29,5,26,31,576
18880,29,30,6,31,37,576
18881,30,31,2,37,39,576
18882,31,32,3,39,42,576
18883,32,33,4,42,46,576
18884,33,34,1,46,26,576
18885,34,35,1,26,27,576
18886,35,36,6,27,33,576
18887,36,37,3,33,44,576
18888,37,38,1,44,45,576
18889,38,39,6,45,67,576
18890,39,40,5,67,72,576
18891,40,41,5,72,77,576
18892,41,42,3,77,100,576
18893,0,1,1,1,2,577
18894,1,2,3,2,5,577
18895,2,3,4,5,31,577
18896,3,4,3,31,34,577
18897,4,5,3,34,37,577
18898,5,6,6,37,43,577
18899,6,7,2,43,45,577
18900,7,8,6,45,67,577
18901,8,9,6,67,73,577
18902,9,10,6,73,79,577
18903,10,11,4,79,83,577
18904,11,12,1,83,84,577
18905,12,13,4,84,88,577
18906,13,14,5,88,73,577
18907,14,15,6,73,79,577
18908,15,16,6,79,85,577
18909,16,17,1,85,86,577
18910,17,18,2,86,88,577
18911,18,19,5,88,73,577
18912,19,20,4,73,77,577
18913,20,21,6,77,83,577
18914,21,22,2,83,85,577
18915,22,23,1,85,86,577
18916,23,24,1,86,87,577
18917,24,25,5,87,92,577
18918,25,26,6,92,78,577
18919,26,27,2,78,100,577
18920,0,1,6,1,7,578
18921,1,2,2,7,31,578
18922,2,3,3,31,34,578
18923,3,4,6,34,40,578
18924,4,5,1,40,41,578
18925,5,6,6,41,26,578
18926,6,7,4,26,30,578
18927,7,8,6,30,44,578
18928,8,9,5,44,11,578
18929,9,10,5,11,6,578
18930,10,11,2,6,8,578
18931,11,12,1,8,31,578
18932,12,13,2,31,33,578
18933,13,14,4,33,37,578
18934,14,15,3,37,40,578
18935,15,16,2,40,42,578
18936,16,17,1,42,43,578
18937,17,18,2,43,45,578
18938,18,19,4,45,11,578
18939,19,20,6,11,17,578
18940,20,21,6,17,23,578
18941,21,22,6,23,29,578
18942,22,23,4,29,33,578
18943,23,24,6,33,39,578
18944,24,25,4,39,43,578
18945,25,26,1,43,44,578
18946,26,27,5,44,11,578
18947,27,28,3,11,14,578
18948,28,29,4,14,18,578
18949,29,30,4,18,22,578
18950,30,31,5,22,27,578
18951,31,32,3,27,30,578
18952,32,33,6,30,44,578
18953,33,34,2,44,46,578
18954,34,35,3,46,11,578
18955,35,36,6,11,17,578
18956,36,37,3,17,20,578
18957,37,38,6,20,26,578
18958,38,39,2,26,84,578
18959,39,40,1,84,85,578
18960,40,41,3,85,88,578
18961,41,42,2,88,90,578
18962,42,43,3,90,73,578
18963,43,44,6,73,79,578
18964,44,45,3,79,82,578
18965,45,46,1,82,83,578
18966,46,47,3,83,86,578
18967,47,48,3,86,89,578
18968,48,49,2,89,91,578
18969,49,50,2,91,73,578
18970,50,51,5,73,78,578
18971,51,52,6,78,84,578
18972,52,53,4,84,88,578
18973,53,54,3,88,91,578
18974,54,55,3,91,94,578
18975,55,56,2,94,96,578
18976,56,57,2,96,78,578
18977,57,58,5,78,83,578
18978,58,59,1,83,84,578
18979,59,60,3,84,87,578
18980,60,61,4,87,91,578
18981,61,62,2,91,73,578
18982,62,63,6,73,79,578
18983,63,64,5,79,84,578
18984,64,65,6,84,90,578
18985,65,66,5,90,75,578
18986,66,67,1,75,76,578
18987,67,68,5,76,81,578
18988,68,69,5,81,86,578
18989,69,70,3,86,89,578
18990,70,71,5,89,94,578
18991,71,72,2,94,96,578
18992,72,73,4,96,100,578
18993,0,1,6,1,7,579
18994,1,2,5,7,12,579
18995,2,3,6,12,18,579
18996,3,4,6,18,24,579
18997,4,5,6,24,30,579
18998,5,6,2,30,32,579
18999,6,7,3,32,35,579
19000,7,8,4,35,39,579
19001,8,9,5,39,44,579
19002,9,10,5,44,11,579
19003,10,11,5,11,6,579
19004,11,12,4,6,10,579
19005,12,13,6,10,6,579
19006,13,14,4,6,10,579
19007,14,15,4,10,14,579
19008,15,16,1,14,15,579
19009,16,17,3,15,18,579
19010,17,18,3,18,42,579
19011,18,19,6,42,48,579
19012,19,20,6,48,54,579
19013,20,21,4,54,58,579
19014,21,22,1,58,59,579
19015,22,23,2,59,61,579
19016,23,24,4,61,65,579
19017,24,25,3,65,68,579
19018,25,26,2,68,70,579
19019,26,27,2,70,72,579
19020,27,28,4,72,76,579
19021,28,29,5,76,81,579
19022,29,30,2,81,83,579
19023,30,31,1,83,84,579
19024,31,32,5,84,89,579
19025,32,33,5,89,94,579
19026,33,34,2,94,96,579
19027,34,35,1,96,97,579
19028,35,36,1,97,78,579
19029,36,37,3,78,81,579
19030,37,38,4,81,85,579
19031,38,39,2,85,87,579
19032,39,40,1,87,88,579
19033,40,41,1,88,89,579
19034,41,42,5,89,94,579
19035,42,43,2,94,96,579
19036,43,44,2,96,78,579
19037,44,45,5,78,83,579
19038,45,46,6,83,89,579
19039,46,47,6,89,75,579
19040,47,48,3,75,78,579
19041,48,49,2,78,100,579
19042,0,1,3,1,14,580
19043,1,2,6,14,20,580
19044,2,3,2,20,22,580
19045,3,4,5,22,27,580
19046,4,5,5,27,32,580
19047,5,6,4,32,44,580
19048,6,7,1,44,45,580
19049,7,8,1,45,46,580
19050,8,9,5,46,67,580
19051,9,10,2,67,69,580
19052,10,11,5,69,74,580
19053,11,12,5,74,79,580
19054,12,13,2,79,81,580
19055,13,14,4,81,85,580
19056,14,15,6,85,91,580
19057,15,16,5,91,96,580
19058,16,17,3,96,99,580
19059,17,18,5,99,99,580
19060,18,19,3,99,99,580
19061,19,20,5,99,99,580
19062,20,21,4,99,99,580
19063,21,22,2,99,99,580
19064,22,23,6,99,99,580
19065,23,24,6,99,99,580
19066,24,25,1,99,100,580
19067,0,1,4,1,5,581
19068,1,2,3,5,8,581
19069,2,3,4,8,12,581
19070,3,4,2,12,14,581
19071,4,5,2,14,6,581
19072,5,6,5,6,11,581
19073,6,7,4,11,15,581
19074,7,8,4,15,19,581
19075,8,9,4,19,23,581
19076,9,10,3,23,26,581
19077,10,11,3,26,29,581
19078,11,12,6,29,35,581
19079,12,13,1,35,44,581
19080,13,14,2,44,46,581
19081,14,15,5,46,67,581
19082,15,16,3,67,70,581
19083,16,17,6,70,76,581
19084,17,18,1,76,77,581
19085,18,19,2,77,79,581
19086,19,20,6,79,85,581
19087,20,21,1,85,86,581
19088,21,22,4,86,90,581
19089,22,23,6,90,96,581
19090,23,24,1,96,97,581
19091,24,25,4,97,97,581
19092,25,26,5,97,97,581
19093,26,27,3,97,100,581
19094,0,1,1,1,2,582
19095,1,2,4,2,6,582
19096,2,3,2,6,8,582
19097,3,4,2,8,10,582
19098,4,5,2,10,12,582
19099,5,6,6,12,18,582
19100,6,7,4,18,22,582
19101,7,8,3,22,25,582
19102,8,9,1,25,26,582
19103,9,10,3,26,29,582
19104,10,11,1,29,30,582
19105,11,12,6,30,44,582
19106,12,13,5,44,11,582
19107,13,14,4,11,15,582
19108,14,15,2,15,17,582
19109,15,16,6,17,23,582
19110,16,17,6,23,29,582
19111,17,18,2,29,31,582
19112,18,19,4,31,35,582
19113,19,20,6,35,41,582
19114,20,21,2,41,43,582
19115,21,22,4,43,26,582
19116,22,23,2,26,84,582
19117,23,24,4,84,88,582
19118,24,25,5,88,73,582
19119,25,26,4,73,77,582
19120,26,27,3,77,100,582
19121,0,1,5,1,6,583
19122,1,2,1,6,7,583
19123,2,3,4,7,11,583
19124,3,4,2,11,13,583
19125,4,5,5,13,18,583
19126,5,6,3,18,42,583
19127,6,7,5,42,26,583
19128,7,8,2,26,84,583
19129,8,9,3,84,87,583
19130,9,10,2,87,89,583
19131,10,11,5,89,94,583
19132,11,12,4,94,78,583
19133,12,13,6,78,84,583
19134,13,14,4,84,88,583
19135,14,15,6,88,94,583
19136,15,16,3,94,97,583
19137,16,17,2,97,99,583
19138,17,18,4,99,99,583
19139,18,19,6,99,99,583
19140,19,20,5,99,99,583
19141,20,21,1,99,100,583
19142,0,1,3,1,14,584
19143,1,2,2,14,6,584
19144,2,3,5,6,11,584
19145,3,4,6,11,17,584
19146,4,5,6,17,23,584
19147,5,6,4,23,27,584
19148,6,7,2,27,29,584
19149,7,8,4,29,33,584
19150,8,9,4,33,37,584
19151,9,10,6,37,43,584
19152,10,11,3,43,46,584
19153,11,12,4,46,50,584
19154,12,13,2,50,52,584
19155,13,14,6,52,58,584
19156,14,15,1,58,59,584
19157,15,16,5,59,60,584
19158,16,17,4,60,60,584
19159,17,18,1,60,61,584
19160,18,19,4,61,65,584
19161,19,20,4,65,69,584
19162,20,21,5,69,74,584
19163,21,22,6,74,100,584
19164,0,1,2,1,3,585
19165,1,2,5,3,8,585
19166,2,3,3,8,11,585
19167,3,4,2,11,13,585
19168,4,5,6,13,19,585
19169,5,6,4,19,23,585
19170,6,7,1,23,24,585
19171,7,8,4,24,84,585
19172,8,9,3,84,87,585
19173,9,10,3,87,90,585
19174,10,11,4,90,94,585
19175,11,12,5,94,99,585
19176,12,13,5,99,99,585
19177,13,14,5,99,99,585
19178,14,15,4,99,99,585
19179,15,16,1,99,100,585
19180,0,1,6,1,7,586
19181,1,2,4,7,11,586
19182,2,3,3,11,14,586
19183,3,4,2,14,6,586
19184,4,5,4,6,10,586
19185,5,6,6,10,6,586
19186,6,7,5,6,11,586
19187,7,8,1,11,12,586
19188,8,9,6,12,18,586
19189,9,10,4,18,22,586
19190,10,11,6,22,84,586
19191,11,12,6,84,90,586
19192,12,13,5,90,75,586
19193,13,14,2,75,77,586
19194,14,15,1,77,78,586
19195,15,16,1,78,79,586
19196,16,17,1,79,100,586
19197,0,1,6,1,7,587
19198,1,2,2,7,31,587
19199,2,3,4,31,35,587
19200,3,4,4,35,39,587
19201,4,5,6,39,45,587
19202,5,6,2,45,26,587
19203,6,7,3,26,29,587
19204,7,8,1,29,30,587
19205,8,9,3,30,33,587
19206,9,10,4,33,37,587
19207,10,11,6,37,43,587
19208,11,12,6,43,11,587
19209,12,13,2,11,13,587
19210,13,14,5,13,18,587
19211,14,15,4,18,22,587
19212,15,16,3,22,25,587
19213,16,17,3,25,84,587
19214,17,18,6,84,90,587
19215,18,19,3,90,73,587
19216,19,20,3,73,76,587
19217,20,21,1,76,77,587
19218,21,22,6,77,83,587
19219,22,23,3,83,86,587
19220,23,24,3,86,89,587
19221,24,25,2,89,91,587
19222,25,26,4,91,75,587
19223,26,27,3,75,78,587
19224,27,28,4,78,82,587
19225,28,29,2,82,84,587
19226,29,30,3,84,87,587
19227,30,31,2,87,89,587
19228,31,32,5,89,94,587
19229,32,33,2,94,96,587
19230,33,34,2,96,78,587
19231,34,35,1,78,79,587
19232,35,36,2,79,81,587
19233,36,37,3,81,84,587
19234,37,38,3,84,87,587
19235,38,39,5,87,92,587
19236,39,40,5,92,97,587
19237,40,41,4,97,97,587
19238,41,42,3,97,100,587
19239,0,1,6,1,7,588
19240,1,2,6,7,13,588
19241,2,3,1,13,14,588
19242,3,4,2,14,6,588
19243,4,5,5,6,11,588
19244,5,6,2,11,13,588
19245,6,7,3,13,6,588
19246,7,8,2,6,8,588
19247,8,9,2,8,10,588
19248,9,10,4,10,14,588
19249,10,11,2,14,6,588
19250,11,12,2,6,8,588
19251,12,13,5,8,13,588
19252,13,14,4,13,17,588
19253,14,15,2,17,19,588
19254,15,16,3,19,22,588
19255,16,17,4,22,26,588
19256,17,18,2,26,84,588
19257,18,19,4,84,88,588
19258,19,20,3,88,91,588
19259,20,21,4,91,75,588
19260,21,22,3,75,78,588
19261,22,23,6,78,84,588
19262,23,24,1,84,85,588
19263,24,25,2,85,87,588
19264,25,26,1,87,88,588
19265,26,27,3,88,91,588
19266,27,28,1,91,92,588
19267,28,29,5,92,97,588
19268,29,30,3,97,100,588
19269,0,1,1,1,2,589
19270,1,2,2,2,14,589
19271,2,3,4,14,18,589
19272,3,4,4,18,22,589
19273,4,5,2,22,24,589
19274,5,6,3,24,27,589
19275,6,7,4,27,31,589
19276,7,8,2,31,33,589
19277,8,9,1,33,34,589
19278,9,10,3,34,37,589
19279,10,11,5,37,42,589
19280,11,12,2,42,44,589
19281,12,13,2,44,46,589
19282,13,14,6,46,52,589
19283,14,15,2,52,54,589
19284,15,16,6,54,60,589
19285,16,17,3,60,63,589
19286,17,18,5,63,68,589
19287,18,19,1,68,69,589
19288,19,20,1,69,70,589
19289,20,21,2,70,72,589
